student_id,total_score_a,total_score_b,grade
361,83.7,83.5,B
362,100,79.8,A
363,85.1,95.5,A
364,89.5,47.7,A
365,95.4,100,A
366,82.5,85.5,B
367,77.5,82.9,B
368,89.9,71.7,A
369,93.3,60.3,A
370,80,91.3,B
371,96.4,100,A
372,95,76.7,A
373,100,89.4,A
374,100,50.8,A
375,100,83.8,A
376,82.4,73.8,B
377,92.2,60.8,A
378,100,73.8,A
379,100,74.8,A
380,60.4,73.5,C
381,76.5,90.7,B
382,88.7,51.1,A
383,33.8,66,F
384,67.3,74.6,C
385,87.6,96,A
386,92.1,68,A
387,85.4,86.1,A
388,100,78.1,A
389,100,100,A
390,97.6,87.4,A
391,54.1,74.1,D
392,85.8,90.3,A
393,63.1,52.1,C
394,100,100,A
395,100,88.5,A
396,89.6,98.7,A
397,58.6,100,C
398,100,51.7,A
399,81.5,100,B
400,100,64.6,A
401,67.2,82.3,C
402,67.8,69.4,C
403,87.4,71.2,A
404,90.2,76.2,A
405,64.9,100,C
406,88.6,45.8,A
407,81.3,100,B
408,88.5,71.7,A
409,85.6,75.7,A
410,91.5,84.3,A
411,100,100,A
412,66.4,86.3,C
413,54.3,100,D
414,100,86.9,A
415,89.6,94.3,A
416,89.2,100,A
417,100,100,A
418,96.3,76.6,A
419,100,97.5,A
420,90.5,87.7,A
421,100,98.4,A
422,100,79.9,A
423,71.4,97.1,B
424,89.8,79.8,A
425,81.8,73.4,B
426,100,88.3,A
427,74.1,85.2,B
428,100,75.7,A
429,96.4,95.6,A
430,47,100,D
431,46.4,100,D
432,54.4,100,D
433,76,67.6,B
434,97.8,61.6,A
435,100,95.1,A
436,92.8,100,A
437,100,100,A
438,78.9,85.3,B
439,74,100,B
440,75.3,65.4,B
441,88.4,78.8,A
442,81,100,B
443,45.8,68.9,D
444,80.3,86.3,B
445,69.6,97.8,C
446,98.2,96.7,A
447,100,33.8,A
448,89.5,81.5,A
449,66.9,66.1,C
450,80.3,71.9,B
451,67.3,73,C
452,100,93.4,A
453,78.7,100,B
454,86.2,90.9,A
455,71.9,100,B
456,49.3,73.5,D
457,93.4,100,A
458,55,100,C
459,79.6,90.6,B
460,51.9,100,D
461,100,71.5,A
462,94,81.1,A
463,96.2,80.5,A
464,77.5,78.7,B
465,85.2,74,A
466,99.2,100,A
467,92.8,87.1,A
468,100,91.4,A
469,72.3,76,B
470,65.7,67.5,C
471,66,100,C
472,60,57.9,C
473,63.6,92.4,C
474,100,63.9,A
475,100,100,A
476,82.1,96.6,B
477,83.4,100,B
478,97.2,100,A
479,100,94.6,A
480,100,96.8,A
481,80.2,96.6,B
482,78.5,79.9,B
483,67.7,100,C
484,75.5,100,B
485,74,86.5,B
486,68.5,61.2,C
487,66.9,67.9,C
488,87.8,74.5,A
489,100,90.1,A
490,100,77.5,A
491,88.1,100,A
492,100,100,A
493,100,84.6,A
494,85.5,88.5,A
495,100,93.6,A
496,100,71,A
497,72.8,93.2,B
498,100,90.2,A
499,63.5,68.5,C
500,72.7,83,B
501,100,84.3,A
502,100,60.2,A
503,69.7,79.1,C
504,95.4,85.3,A
505,56.8,100,C
506,75.2,91.6,B
507,72.6,62.6,B
508,64.6,97.5,C
509,72.6,54.3,B
510,80.7,100,B
511,89.4,65.6,A
512,91.1,81.4,A
513,92.8,100,A
514,63.2,78.1,C
515,80.9,75.1,B
516,94.3,78,A
517,92.6,100,A
518,65.8,68.3,C
519,96.1,36.8,A
520,100,70.5,A
521,66.1,100,C
522,90.7,100,A
523,63.3,78.5,C
524,100,75.7,A
525,63.5,100,C
526,79.1,55.9,B
527,63.9,75.9,C
528,88.2,86.7,A
529,79.1,100,B
530,70.6,65.6,B
531,99.3,97.6,A
532,55.1,52.5,C
533,81.3,66.7,B
534,43,83.9,D
535,89,52.5,A
536,78.5,88.7,B
537,77.6,100,B
538,92,90.8,A
539,100,89.5,A
540,73.2,79.7,B
541,96.5,92.2,A
542,62.1,96.2,C
543,86.1,74.4,A
544,100,78.1,A
545,37.8,100,F
546,65.3,99.1,C
547,79.8,56.5,B
548,100,100,A
549,89.2,96.8,A
550,79.8,100,B
551,100,100,A
552,87,76.9,A
553,98.9,77,A
554,98.6,90.6,A
555,100,83.8,A
556,86.5,100,A
557,76.3,63.4,B
558,82.8,100,B
559,100,90.8,A
560,100,42.6,A
561,100,90.8,A
562,100,83.7,A
563,72.2,100,B
564,87.8,89.1,A
565,100,61.7,A
566,100,61.9,A
567,63.1,75.2,C
568,61.8,100,C
569,58.9,85.2,C
570,76.3,97.2,B
571,100,100,A
572,100,70,A
573,99.4,100,A
574,89,83.6,A
575,83.8,100,B
576,61.9,80.8,C
577,80.1,100,B
578,95.8,95.3,A
579,58.1,88.9,C
580,100,93.1,A
581,86,83,A
582,86.8,100,A
583,100,100,A
584,100,64.1,A
585,99.9,76.9,A
586,84.2,89.7,B
587,80.9,100,B
588,72,71.7,B
589,100,100,A
590,65.3,44.5,C
591,93.7,98,A
592,67.8,41.7,C
593,91.3,100,A
594,84.9,92,B
595,99.3,88,A
596,67.3,68.7,C
597,99.9,100,A
598,74.1,100,B
599,100,77.2,A
600,91.4,79.1,A
601,89.6,77.6,A
602,76.3,74.8,B
603,100,94.1,A
604,100,100,A
605,100,100,A
606,100,54.9,A
607,77.4,71.6,B
608,52.3,54.7,D
609,51.9,100,D
610,100,90.3,A
611,100,69,A
612,74.7,75.7,B
613,99.1,84.5,A
614,70.6,100,B
615,100,78.5,A
616,97.6,94.1,A
617,96.7,94.4,A
618,100,94.4,A
619,98.9,61.9,A
620,93.2,100,A
621,73.6,100,B
622,89.7,75.5,A
623,100,100,A
624,100,86.8,A
625,100,81,A
626,91.1,87.1,A
627,71.1,89.9,B
628,69.3,37.1,C
629,80.9,100,B
630,100,80.5,A
631,66.2,66.9,C
632,100,81.6,A
633,89.4,80.8,A
634,78.3,40.2,B
635,67.3,100,C
636,69.2,91.2,C
637,100,93.4,A
638,89.9,100,A
639,49.8,64,D
640,82.7,100,B
641,82.1,79.2,B
642,100,100,A
643,94.7,40.2,A
644,65.7,79,C
645,74,73,B
646,83.8,99.4,B
647,44.5,83.3,D
648,90,84.9,A
649,86.9,76.5,A
650,93.6,90.3,A
651,100,87.3,A
652,100,100,A
653,75.9,70.6,B
654,78.6,66.5,B
655,100,87.2,A
656,97.4,52.4,A
657,94.8,68.6,A
658,93.2,62,A
659,92.2,90.1,A
660,75.2,100,B
661,73.4,90.8,B
662,81,78.1,B
663,98.8,100,A
664,86.1,63.8,A
665,84.2,90,B
666,78.1,65.6,B
667,84.4,53.4,B
668,100,90.8,A
669,34.5,89,F
670,100,78.4,A
671,97.7,93.1,A
672,51.8,68.4,D
673,81.9,100,B
674,87.5,74.6,A
675,70.5,100,B
676,76.2,75,B
677,74.6,93.4,B
678,100,64.9,A
679,100,93.4,A
680,100,100,A
681,100,100,A
682,83.2,100,B
683,94.8,84.6,A
684,100,81.9,A
685,51.6,85.1,D
686,100,75.9,A
687,95.1,100,A
688,76.5,66.2,B
689,100,100,A
690,100,100,A
691,68.5,100,C
692,100,53,A
693,66.7,100,C
694,96.8,100,A
695,100,82.1,A
696,100,52.3,A
697,100,59.7,A
698,70.2,85,B
699,100,42.4,A
700,71.1,85.3,B
701,75.4,89.9,B
702,96.1,100,A
703,87,100,A
704,62.9,82.3,C
705,71.4,95.4,B
706,100,64.9,A
707,75.6,56.3,B
708,100,65,A
709,50.5,100,D
710,100,91.6,A
711,77.2,82.3,B
712,93.7,100,A
713,61.4,70.1,C
714,98.9,100,A
715,89.5,100,A
716,100,97.5,A
717,100,100,A
718,97.3,48.1,A
719,78.4,63.4,B
720,81.8,80.6,B
721,87.4,99,A
722,46.6,70.8,D
723,71.2,100,B
724,100,100,A
725,86.1,86.2,A
726,99.6,82.4,A
727,100,39,A
728,83.7,81.8,B
729,81,100,B
730,80.7,100,B
731,80.7,94.2,B
732,81.6,85.9,B
733,80.8,46.2,B
734,48.3,69.8,D
735,99.5,100,A
736,98.8,73.8,A
737,74.4,82.9,B
738,100,100,A
739,100,74.8,A
740,93.4,84.2,A
741,67,100,C
742,92.3,83.1,A
743,82.2,100,B
744,77.4,43.6,B
745,97.9,100,A
746,84,95.1,B
747,85.2,100,A
748,76.2,98,B
749,70.9,71.7,B
750,62.5,89.2,C
751,77.6,53.6,B
752,76,85.1,B
753,84.5,89.5,B
754,100,100,A
755,83,100,B
756,100,99.5,A
757,94.7,89.3,A
758,91.8,75.9,A
759,62,71.1,C
760,100,100,A
761,72.6,100,B
762,98.1,67.7,A
763,100,98.5,A
764,97.8,83.8,A
765,100,100,A
766,67.8,82.9,C
767,85,100,A
768,100,71,A
769,77.6,85.2,B
770,100,100,A
771,100,100,A
772,78.9,87.4,B
773,100,65.7,A
774,88.1,100,A
775,85.6,86.3,A
776,74.8,73.5,B
777,70.7,100,B
778,71.3,95.1,B
779,100,100,A
780,100,77.9,A
781,86.9,100,A
782,80.2,74.7,B
783,98.3,85.9,A
784,100,28.2,A
785,79.8,100,B
786,100,66.6,A
787,100,100,A
788,93.4,94.8,A
789,88.4,77.4,A
790,58,85.1,C
791,100,89.6,A
792,93.5,100,A
793,95.4,50.6,A
794,74.6,94.7,B
795,73.7,82.1,B
796,100,70.7,A
797,97.2,50.2,A
798,80.1,100,B
799,90.1,76.1,A
800,100,69.2,A
801,89.3,100,A
802,80.6,100,B
803,100,53,A
804,68.5,100,C
805,75.6,70,B
806,100,100,A
807,97.5,97,A
808,84.5,87.7,B
809,93.9,98.5,A
810,74.1,100,B
811,77.1,99.9,B
812,74.8,50.6,B
813,100,100,A
814,96.1,100,A
815,100,84,A
816,51.4,69.9,D
817,80.3,96.9,B
818,100,89.6,A
819,88.4,79.7,A
820,100,95.2,A
821,75.3,100,B
822,100,99.4,A
823,100,70.4,A
824,75.1,48,B
825,75.5,98.5,B
826,100,100,A
827,100,85.4,A
828,62.2,84.5,C
829,71.6,83.8,B
830,97.3,70.4,A
831,60.5,97.7,C
832,65.2,100,C
833,71.7,69.1,B
834,77.6,100,B
835,100,92,A
836,100,100,A
837,100,63,A
838,100,57.2,A
839,100,64.7,A
840,77.3,99.3,B
841,68.3,100,C
842,90.1,100,A
843,64.4,91.8,C
844,92.2,72.9,A
845,70.5,89.9,B
846,100,51.6,A
847,80.5,100,B
848,100,77,A
849,80,90.8,B
850,76.3,100,B
851,86.8,89.6,A
852,90.2,70.8,A
853,71.2,81.1,B
854,94.4,85.6,A
855,100,99.9,A
856,89.9,83.6,A
857,62,75.4,C
858,77,100,B
859,88.8,53.1,A
860,100,76.1,A
861,90.8,75,A
862,55.3,74.9,C
863,100,62.7,A
864,100,39.2,A
865,65.7,80.3,C
866,86.3,66.2,A
867,87.1,100,A
868,96,72.1,A
869,100,100,A
870,100,100,A
871,90.2,98.1,A
872,95.8,90.4,A
873,58.9,52.5,C
874,61.4,100,C
875,65,100,C
876,100,53.1,A
877,58.1,66.2,C
878,99.1,88.1,A
879,96.2,77.8,A
880,100,77.1,A
881,100,77.4,A
882,63.2,100,C
883,65.5,100,C
884,100,99.8,A
885,90.1,100,A
886,100,100,A
887,85,70.5,A
888,100,66.5,A
889,88.6,82.2,A
890,90.3,100,A
891,100,88.6,A
892,100,67.5,A
893,100,63.4,A
894,100,89.2,A
895,92.6,90.3,A
896,94.2,100,A
897,70.1,50.4,B
898,90.2,93.8,A
899,100,100,A
900,76.5,100,B
901,100,77.1,A
902,73.3,100,B
903,86.1,85.9,A
904,100,91.8,A
905,77.9,92.4,B
906,97.9,100,A
907,79.2,45.8,B
908,100,100,A
909,82.8,100,B
910,100,77.7,A
911,90.3,100,A
912,100,68,A
913,89.6,82.8,A
914,100,100,A
915,89.4,65.7,A
916,100,83,A
917,96.3,74.4,A
918,79.3,95.1,B
919,85.6,81.9,A
920,80.4,84.4,B
921,100,74.9,A
922,66.2,51.9,C
923,87.9,79.9,A
924,69.3,100,C
925,98.9,94,A
926,65.2,63.1,C
927,77.1,100,B
928,88.5,100,A
929,100,100,A
930,85.1,84.9,A
931,86.6,100,A
932,100,82.9,A
933,54.9,100,D
934,51.7,100,D
935,91.9,68.7,A
936,72.2,100,B
937,59.6,100,C
938,100,99.1,A
939,97.6,77.8,A
940,92.1,63.7,A
941,53.3,91.1,D
942,100,63.3,A
943,100,93.2,A
944,80,85.9,B
945,100,100,A
946,73.3,94.3,B
947,64.4,60.9,C
948,71.1,96.7,B
949,90.8,80.5,A
950,77.4,98,B
951,87.1,53.7,A
952,88.1,87.5,A
953,62.4,59.2,C
954,100,77,A
955,87.6,77.8,A
956,100,51.1,A
957,98.9,100,A
958,99.1,97.3,A
959,88.2,79.3,A
960,94.7,100,A
961,100,72.5,A
962,100,100,A
963,80.7,100,B
964,100,87.1,A
965,95.9,100,A
966,100,91.3,A
967,44.7,77.6,D
968,100,76.1,A
969,91.3,82.9,A
970,59.9,79.2,C
971,100,100,A
972,82.3,94.5,B
973,85.5,85.6,A
974,67.9,89,C
975,62.4,70.7,C
976,60.3,69.8,C
977,74.4,63.5,B
978,35.8,100,F
979,58.1,42.1,C
980,95.8,100,A
981,98.3,94.5,A
982,100,76.1,A
983,63.8,38.5,C
984,95.2,89.7,A
985,92.5,78.4,A
986,68.2,75,C
987,100,67.9,A
988,100,100,A
989,91.6,100,A
990,81.7,75.5,B
991,98.9,67.5,A
992,61.8,90.9,C
993,81.7,71.1,B
994,76.8,94.9,B
995,66.2,88.7,C
996,78.1,90.2,B
997,100,100,A
998,91.7,100,A
999,80.7,90.9,B
1000,77.2,67.7,B
1001,100,87.1,A
1002,96.3,85.5,A
1003,90.3,76.7,A
1004,77.5,77.3,B
1005,100,92.4,A
1006,95.1,86.5,A
1007,100,46.8,A
1008,97.6,100,A
1009,100,89.3,A
1010,84.2,100,B
1011,100,75.7,A
1012,94.5,100,A
1013,100,57.4,A
1014,71.7,100,B
1015,100,57.9,A
1016,100,96.8,A
1017,66.1,81.9,C
1018,64.1,82.7,C
1019,71.2,83.7,B
1020,100,100,A
1021,84.7,49.8,B
1022,96.1,96.3,A
1023,86.1,30.2,A
1024,100,84.2,A
1025,100,100,A
1026,96.4,60.8,A
1027,100,58.5,A
1028,100,100,A
1029,98.3,100,A
1030,63.5,65,C
1031,74.7,68.9,B
1032,61.4,100,C
1033,93.1,90.5,A
1034,100,78.2,A
1035,81.2,65.4,B
1036,100,100,A
1037,74.2,100,B
1038,65.2,100,C
1039,71.2,70.7,B
1040,100,73.4,A
1041,100,100,A
1042,79.4,91.8,B
1043,100,100,A
1044,100,100,A
1045,87.7,88.6,A
1046,100,100,A
1047,100,94.8,A
1048,54.5,100,D
1049,100,98.4,A
1050,100,60.4,A
1051,77.3,94.1,B
1052,96.8,95.1,A
1053,98.7,57.7,A
1054,91.5,100,A
1055,85.2,100,A
1056,70.7,49.1,B
1057,65.2,79.2,C
1058,100,97.1,A
1059,100,94.4,A
1060,80.2,93.4,B
1061,90,67.5,A
1062,58.7,93.9,C
1063,100,89.9,A
1064,50.2,33.6,D
1065,95.7,100,A
1066,75.7,100,B
1067,68.9,90.2,C
1068,100,88.7,A
1069,74.5,100,B
1070,76.8,98.3,B
1071,93.2,89.2,A
1072,90.7,94.7,A
1073,85.1,92.4,A
1074,71.5,98.1,B
1075,91.5,98.5,A
1076,81,69.9,B
1077,53.6,88.8,D
1078,79.1,64.5,B
1079,100,92.1,A
1080,99.2,59.5,A
1081,90.5,64.9,A
1082,74.6,100,B
1083,78.1,100,B
1084,100,100,A
1085,93,66.3,A
1086,96.6,80.8,A
1087,100,62.5,A
1088,93.1,90.1,A
1089,89.9,64.4,A
1090,65.8,100,C
1091,99.4,100,A
1092,99.4,100,A
1093,86.3,100,A
1094,86.1,100,A
1095,93.9,79.5,A
1096,82.3,100,B
1097,86.4,100,A
1098,50.4,66.1,D
1099,100,92.6,A
1100,100,90.9,A
1101,100,78.9,A
1102,60.7,69.5,C
1103,100,76.3,A
1104,78.9,100,B
1105,100,91.4,A
1106,73.3,100,B
1107,83.2,74.4,B
1108,71.2,68.1,B
1109,88.7,100,A
1110,100,66.2,A
1111,91.6,84.1,A
1112,97.3,91.6,A
1113,100,88.5,A
1114,100,74.5,A
1115,98.2,80.7,A
1116,77.7,97,B
1117,100,99.4,A
1118,84.5,58.8,B
1119,88.4,100,A
1120,100,100,A
1121,100,100,A
1122,100,50.4,A
1123,95.5,96.3,A
1124,58.2,48.6,C
1125,98,91.7,A
1126,78.1,100,B
1127,100,69.5,A
1128,89.7,70.6,A
1129,98,100,A
1130,100,61.9,A
1131,93.7,94.7,A
1132,100,88,A
1133,100,64,A
1134,62.8,67.7,C
1135,100,100,A
1136,100,96.6,A
1137,100,100,A
1138,60.3,77.2,C
1139,100,100,A
1140,100,72.4,A
1141,79.3,98.4,B
1142,100,91,A
1143,66.3,95.1,C
1144,88.4,64.3,A
1145,76.2,80.4,B
1146,92.3,68.7,A
1147,73.9,71.6,B
1148,49.4,90.4,D
1149,100,81,A
1150,70,100,B
1151,66.4,70.4,C
1152,53.6,83.8,D
1153,76.2,100,B
1154,62.4,91.1,C
1155,100,68.2,A
1156,100,90.1,A
1157,82.1,91,B
1158,100,76.3,A
1159,95,79.4,A
1160,68.2,89.2,C
1161,49.9,100,D
1162,100,85.4,A
1163,68.6,71,C
1164,43.9,100,D
1165,100,94,A
1166,100,100,A
1167,100,69.6,A
1168,95.4,95.8,A
1169,100,100,A
1170,96.9,83.1,A
1171,82.4,82,B
1172,89.8,100,A
1173,83.8,95,B
1174,69.9,72.7,C
1175,82.4,96.5,B
1176,79.3,91.5,B
1177,69.3,80.9,C
1178,98.7,100,A
1179,81.5,85.4,B
1180,56.9,100,C
1181,90.4,97.9,A
1182,100,71.5,A
1183,100,72.8,A
1184,64.1,90.3,C
1185,92.4,100,A
1186,100,75.8,A
1187,72.4,59.1,B
1188,86.6,100,A
1189,100,83.2,A
1190,62.4,100,C
1191,89.9,89.3,A
1192,72.8,100,B
1193,82.4,92.6,B
1194,100,96.4,A
1195,47.6,100,D
1196,100,100,A
1197,75,88.7,B
1198,91.3,73.5,A
1199,99.5,90.2,A
1200,100,100,A
1201,89.8,67.2,A
1202,69.1,90.9,C
1203,98.7,98.1,A
1204,99.9,64.4,A
1205,87.3,48.4,A
1206,100,81.6,A
1207,88.5,92.2,A
1208,85.1,82.2,A
1209,64.1,100,C
1210,100,91.1,A
1211,52.7,88.3,D
1212,81.4,70.2,B
1213,69.5,70.7,C
1214,100,73,A
1215,73.7,60.1,B
1216,97.6,100,A
1217,86.5,84.6,A
1218,87.5,100,A
1219,82.7,100,B
1220,100,71.9,A
1221,62.5,85.4,C
1222,94.1,99.3,A
1223,100,100,A
1224,82.7,63.4,B
1225,78.3,47.3,B
1226,75.7,69.9,B
1227,99.9,95.2,A
1228,83.5,95.7,B
1229,100,100,A
1230,100,83.6,A
1231,76.7,49.1,B
1232,48.5,100,D
1233,78.9,74.4,B
1234,100,71.4,A
1235,83,93.3,B
1236,98.8,100,A
1237,100,100,A
1238,66.1,78.2,C
1239,100,100,A
1240,100,84.5,A
1241,82.3,61.3,B
1242,87.4,55.4,A
1243,71.1,93.2,B
1244,67,100,C
1245,73.1,99.9,B
1246,68.1,55.1,C
1247,86.5,88.7,A
1248,79.1,36.4,B
1249,79.2,76.6,B
1250,50.5,100,D
1251,100,53.2,A
1252,100,78.4,A
1253,60.3,94.8,C
1254,99.5,100,A
1255,96.5,77.8,A
1256,54.7,62.8,D
1257,100,46.1,A
1258,77.7,86.6,B
1259,75,100,B
1260,75.5,94.5,B
1261,91.5,71.7,A
1262,97.3,100,A
1263,93.9,87.8,A
1264,64.3,67.3,C
1265,72,100,B
1266,65.5,93.1,C
1267,78.4,69.1,B
1268,65.2,73.6,C
1269,71.3,90,B
1270,100,100,A
1271,100,73.6,A
1272,91.9,100,A
1273,79.2,83.3,B
1274,82.1,76.4,B
1275,100,61.4,A
1276,98.5,46.1,A
1277,100,98.2,A
1278,93,74.8,A
1279,81.2,64,B
1280,71.3,47.8,B
1281,79,83.9,B
1282,91.8,91.4,A
1283,95.8,88.1,A
1284,100,78.5,A
1285,77,80.8,B
